istat_comune;comune;provincia;numero_comuni;popolazione;crt;cts;crd;ctr;csl;cc;ck;ctot
18078089;Paludi;Cosenza;1;1.007;38,08;22,44;16,70;;16,32;33,78;;127,32
18078090;Panettieri;Cosenza;1;313;;22,08;38,02;4,12;;40,28;0,64;105,14
18078091;Paola;Cosenza;1;15.245;;31,13;31,13;;;55,40;20,32;358,36
18078093;Parenti;Cosenza;1;2.090;7,75;9,57;5,55;25,59;6,96;13,41;;68,84
18078094;Paterno Calabro;Cosenza;1;1.323;74,96;52,57;;3,77;;39,45;3,51;174,26
18078096;Pedivigliano;Cosenza;1;759;11,86;48,24;2,64;;2,64;40,46;6,59;112,41
18078101;Praia a Mare;Cosenza;1;6.495;53,95;33,54;81,90;28,52;18,38;70,03;;286,33
18078102;Rende;Cosenza;1;35.692;15,75;52,18;79,68;32,73;43,41;10,81;;234,57
18078103;Rocca Imperiale;Cosenza;1;3.236;6,21;28,97;63,56;;51,88;1,58;0,58;152,77
18078105;Rogliano;Cosenza;1;5.534;11,92;20,24;57,60;26,14;16,61;14,95;;147,46
18078106;Rose;Cosenza;1;4.249;25,15;35,25;33,45;1,64;2,78;10,06;0,57;108,90
18078107;Roseto Capo Spulico;Cosenza;1;1.870;11,28;58,82;44,04;33,42;34,03;67,57;;249,17
18078109;Rota Greca;Cosenza;1;1.015;5,45;9,26;68,28;3,08;1,97;3,84;;91,88
18078110;Rovito;Cosenza;1;3.080;14,30;19,49;11,18;30,66;17,49;24,15;4,11;121,37
18078112;San Benedetto Ullano;Cosenza;1;1.418;8,28;17,07;17,33;14,60;8,31;31,75;;97,90
18078113;San Cosmo Albanese;Cosenza;1;571;30,76;29,01;37,29;;4,51;29,63;;131,20
18078114;San Demetrio Corone;Cosenza;1;3.240;11,53;30,45;21,04;;11,37;30,31;2,19;106,90
18078116;San Fili;Cosenza;1;2.528;11,58;203,66;52,76;216,36;;15,50;;499,86
18078118;San Giorgio Albanese;Cosenza;1;1.342;9,79;15,57;48,96;11,59;;21,23;;107,13
18078119;San Giovanni in Fiore;Cosenza;1;16.428;20,87;55,86;32,77;;;;;109,50
18078120;San Lorenzo Bellizzi;Cosenza;1;556;9,89;7,19;11,69;;;26,98;;55,76
18078123;San Marco Argentano;Cosenza;1;7.131;26,38;7,89;37,91;4,50;19,87;22,90;10,12;129,57
18078126;San Pietro in Amantea;Cosenza;1;484;55,08;23,20;6,44;;6,20;23,76;;114,68
18078127;San Pietro in Guarano;Cosenza;1;3.484;34,42;10,19;;32,60;50,95;5,99;;134,15
18078128;San Sosti;Cosenza;1;2.026;39,65;327,99;38,09;;;16,04;1,72;423,49
18078135;San Vincenzo La Costa;Cosenza;1;2.059;12,84;31,86;38,85;;12,84;21,69;0,47;118,55
18078132;Santa Maria del Cedro;Cosenza;1;4.925;95,39;75,82;16,18;;47,75;29,65;;264,80
18078133;Santa Sofia d'Epiro;Cosenza;1;2.328;22,03;;56,81;;;;;78,84
18078136;Saracena;Cosenza;1;3.522;23,70;18,43;46,08;21,06;8,03;14,11;3,62;140,71
18078139;Scigliano - Dato aggregazione CONSORZIO INTERCOMUNALE VALLE BISIRICO;Cosenza;4;3.733;3,61;;23,57;;;44,37;;71,55
18078140;Serra d'Aiello;Cosenza;1;496;14,20;;38,57;13,57;32,73;109,96;;209,03
18078142;Spezzano Albanese;Cosenza;1;6.758;10,22;55,61;16,60;4,25;14,67;10,21;;111,57
18078143;Spezzano della Sila;Cosenza;1;4.335;4,82;47,72;43,13;15,14;25,84;37,95;10,08;184,69
18078146;Terranova da Sibari;Cosenza;1;4.694;21,63;11,93;18,64;8,55;;4,43;;79,90
18078148;Torano Castello;Cosenza;1;4.436;5,64;22,12;28,16;15,54;6,69;44,81;4,36;127,32
18078149;Tortora;Cosenza;1;5.944;34,12;;63,90;37,79;41,62;24,99;23,08;225,49
18078150;Trebisacce;Cosenza;1;8.723;14,30;;22,25;;15,66;16,88;;69,08
18078152;Vaccarizzo Albanese;Cosenza;1;1.064;115,45;;31,52;;2,42;7,44;1,52;158,36
18078155;Zumpano;Cosenza;1;2.632;45,10;27,23;;45,10;3,80;33,87;;155,08
03019001;Acquanegra Cremonese;Cremona;1;1.126;30,86;;34,18;27,76;9,72;16,97;5,81;125,30
03019002;Agnadello;Cremona;1;3.854;9,79;5,62;23,37;14,26;7,46;33,22;14,98;108,72
03019003;Annicco;Cremona;1;1.953;4,22;6,33;19,98;16,64;4,96;10,66;12,11;74,91
03019004;Azzanello;Cremona;1;590;12,21;0,62;56,02;21,71;15,12;42,24;4,86;152,77
03019005;Bagnolo Cremasco;Cremona;1;4.862;4,37;8,42;13,45;13,43;8,24;42,42;8,68;99,02
03019006;Bonemerse;Cremona;1;1.452;10,74;9,96;31,64;9,62;6,76;28,72;19,02;116,46
03019007;Bordolano;Cremona;1;568;11,24;0,93;49,58;21,57;34,17;34,33;4,67;156,48
03019009;Calvatone;Cremona;1;1.159;24,87;1,45;33,69;31,10;7,86;14,82;7,78;121,56
03019010;Camisano;Cremona;1;1.214;6,61;5,59;20,78;11,53;6,56;42,65;8,33;102,65
03019011;Campagnola Cremasca;Cremona;1;674;7,54;8,64;26,27;11,77;13,37;64,85;8,81;141,24
03019012;Capergnanica;Cremona;1;2.166;4,21;5,49;18,30;15,32;1,01;42,72;10,27;97,31
03019013;Cappella Cantone;Cremona;1;541;14,22;;35,52;32,88;10,71;79,42;6,05;178,79
03019014;Cappella de' Picenardi;Cremona;1;411;9,44;8,75;27,80;8,45;0,32;36,11;4,11;94,99
03019015;Capralba;Cremona;1;2.276;5,40;7,73;18,84;14,97;12,88;45,43;10,61;115,86
03019016;Casalbuttano ed Uniti;Cremona;1;3.666;11,55;1,19;52,11;24,44;17,27;23,54;25,09;155,20
03019017;Casale Cremasco-Vidolasco;Cremona;1;1.817;2,87;5,44;17,00;2,87;1,32;41,46;11,60;82,55
03019018;Casaletto Ceredano;Cremona;1;1.136;5,30;7,23;23,60;15,11;2,59;63,33;9,06;126,23
03019019;Casaletto di Sopra;Cremona;1;523;7,16;6,94;26,17;14,51;5,60;26,89;6,19;93,46
03019020;Casaletto Vaprio;Cremona;1;1.773;3,76;6,44;17,30;18,01;1,73;41,17;5,28;94,24
03019021;Casalmaggiore;Cremona;1;15.127;11,48;1,08;72,73;26,22;15,03;45,55;17,31;189,40
03019022;Casalmorano;Cremona;1;1.575;6,26;9,51;18,17;14,54;11,37;38,26;19,79;117,91
03019023;Casteldidone;Cremona;1;571;17,30;0,74;47,22;18,30;5,94;25,91;59,63;175,05
03019025;Castelleone;Cremona;1;9.278;5,28;9,88;16,01;10,05;8,39;41,30;12,38;103,29
03019026;Castelverde;Cremona;1;5.509;10,96;1,24;54,14;27,07;10,52;24,99;35,57;164,50
03019027;Castelvisconti;Cremona;1;282;12,51;;34,84;53,43;3,24;6,26;1,77;112,05
03019028;Cella Dati;Cremona;1;481;11,01;10,21;32,43;9,86;;62,06;5,17;130,75
03019029;Chieve;Cremona;1;2.253;4,95;7,27;23,77;15,78;1,94;46,13;14,17;114,43
03019030;Cicognolo;Cremona;1;889;14,46;0,83;47,73;24,62;2,34;22,41;21,75;134,14
03019031;Cingia de' Botti;Cremona;1;1.145;13,18;1,92;60,39;31,62;3,96;25,76;18,48;155,31
03019032;Corte de' Cortesi con Cignone;Cremona;1;1.028;8,36;0,72;30,94;39,36;2,33;16,77;6,04;104,51
03019033;Corte de' Frati;Cremona;1;1.314;16,76;0,92;52,50;20,46;3,07;29,41;4,77;127,88
03019034;Credera Rubbiano;Cremona;1;1.562;10,16;4,33;23,10;21,36;2,77;42,31;10,04;114,07
03019035;Crema;Cremona;1;34.242;5,28;10,16;19,22;13,13;10,46;57,51;17,05;132,81
03019036;Cremona;Cremona;1;71.523;11,47;11,98;41,61;13,62;22,10;31,99;16,40;149,18
03019037;Cremosano;Cremona;1;1.728;4,35;5,91;17,89;14,06;15,76;57,51;10,51;125,99
03019038;Crotta d'Adda;Cremona;1;625;4,63;;33,90;26,89;8,47;16,63;2,06;92,57
03019039;Cumignano sul Naviglio;Cremona;1;411;6,68;5,55;32,82;19,81;12,48;40,34;2,82;120,50
03019040;Derovere;Cremona;1;301;12,60;0,89;49,15;14,70;6,27;29,59;23,07;136,27
03019041;Dovera;Cremona;1;3.726;2,96;5,39;14,46;12,65;1,21;33,30;12,09;82,49
03019043;Fiesco;Cremona;1;1.193;7,53;7,97;33,00;13,11;3,21;50,58;14,55;129,95
03019044;Formigara;Cremona;1;999;3,75;5,01;27,44;19,61;1,28;50,13;4,97;112,19
03019045;Gabbioneta-Binanuova;Cremona;1;857;10,29;9,54;33,84;9,86;12,69;53,72;24,73;154,67
03019046;Gadesco-Pieve Delmona;Cremona;1;1.900;12,59;1,22;56,45;23,80;;19,70;16,60;130,35
03019047;Genivolta;Cremona;1;1.140;5,00;6,57;24,36;17,58;10,30;51,44;6,73;121,98
03019048;Gerre de' Caprioli;Cremona;1;1.325;10,72;0,92;61,78;18,47;5,76;25,44;37,68;160,77
03019049;Gombito;Cremona;1;628;5,23;4,62;30,12;18,25;2,88;26,95;5,23;93,27
03019050;Grontardo;Cremona;1;1.505;14,02;0,87;44,80;20,86;2,37;26,60;4,82;114,33
03019051;Grumello Cremonese ed Uniti;Cremona;1;1.686;8,56;1,16;33,41;27,32;6,10;28,18;6,36;111,09
03019052;Gussola;Cremona;1;2.626;18,14;0,69;50,13;22,84;4,20;28,55;10,12;138,48
03019053;Isola Dovarese;Cremona;1;1.099;13,88;0,93;54,91;22,13;25,90;28,92;7,89;154,56
03019054;Izano;Cremona;1;1.945;3,28;5,47;18,37;18,56;10,30;45,05;9,77;111,19
03019055;Madignano;Cremona;1;2.776;7,03;5,38;20,84;18,04;7,33;56,99;14,43;130,04
03019056;Malagnino;Cremona;1;1.710;12,08;1,08;53,78;19,44;3,84;22,56;22,06;134,85
03019057;Martignana di Po;Cremona;1;2.066;10,01;0,35;53,94;17,75;;22,61;6,25;110,90
03019058;Monte Cremasco;Cremona;1;2.263;3,43;5,53;16,36;16,85;16,10;49,72;23,02;131,02
03019059;Montodine;Cremona;1;2.453;2,91;5,46;15,82;10,32;1,95;61,32;11,01;108,79
03019061;Motta Baluffi;Cremona;1;821;14,28;0,79;64,83;22,42;5,41;27,10;21,94;156,76
03019062;Offanengo;Cremona;1;5.874;4,05;7,36;12,40;11,47;4,89;58,10;7,01;106,53
03019063;Olmeneta;Cremona;1;912;18,35;0,71;53,83;22,39;2,55;27,73;4,96;130,54
03019064;Ostiano;Cremona;1;2.766;11,63;1,10;47,37;26,43;13,31;35,10;19,44;154,37
03019065;Paderno Ponchielli;Cremona;1;1.324;10,47;0,95;45,49;21,49;5,46;17,21;7,40;108,47
03019066;Palazzo Pignano;Cremona;1;3.768;7,41;6,38;18,90;16,44;1,61;27,77;13,08;91,88
03019067;Pandino;Cremona;1;8.852;5,33;9,03;14,02;11,24;8,97;57,60;28,74;134,93
03019068;Persico Dosimo;Cremona;1;3.311;11,84;0,91;53,33;20,32;2,24;18,49;12,21;119,34
03019069;Pescarolo ed Uniti;Cremona;1;1.511;11,21;10,40;33,03;10,04;0,38;46,01;12,06;123,14
03019070;Pessina Cremonese;Cremona;1;586;12,98;1,18;53,45;26,00;21,84;25,41;5,37;146,24
03019116;Piadena Drizzona;Cremona;1;3.925;12,07;0,99;76,03;23,92;25,49;40,21;15,01;193,73
03019072;Pianengo;Cremona;1;2.491;3,75;5,63;17,69;11,76;6,61;47,81;23,44;116,68
03019073;Pieranica;Cremona;1;1.115;3,51;5,62;22,97;12,22;4,21;34,53;17,89;100,95
03019074;Pieve d'Olmi;Cremona;1;1.258;12,75;0,84;43,54;13,12;16,83;18,12;3,43;108,61
03019075;Pieve San Giacomo;Cremona;1;1.578;19,90;0,76;42,37;18,66;12,79;19,01;15,74;129,22
03019076;Pizzighettone;Cremona;1;6.302;6,01;7,95;21,98;15,32;11,52;33,49;14,92;113,76
03019077;Pozzaglio ed Uniti;Cremona;1;1.411;10,46;1,15;44,32;20,42;52,57;26,58;18,31;173,83
03019078;Quintano;Cremona;1;881;4,39;5,74;23,53;15,73;19,24;41,80;14,24;124,67
03019079;Ricengo;Cremona;1;1.736;3,95;6,37;16,21;11,06;1,71;35,66;10,80;85,74
03019080;Ripalta Arpina;Cremona;1;992;3,13;3,89;26,62;16,96;1,36;35,93;6,52;94,40
03019081;Ripalta Cremasca;Cremona;1;3.355;5,68;13,17;19,44;12,65;4,38;35,82;6,38;97,52
03019082;Ripalta Guerina;Cremona;1;529;5,55;4,83;30,80;20,23;0,05;33,54;2,99;97,97
03019083;Rivarolo del Re ed Uniti;Cremona;1;1.831;16,23;0,57;47,84;22,90;5,59;21,46;5,36;119,95
03019084;Rivolta d'Adda;Cremona;1;7.919;7,03;;27,36;19,53;22,02;7,46;9,38;95,61
03019085;Robecco d'Oglio;Cremona;1;2.258;16,36;1,21;30,47;30,76;9,05;21,10;21,15;130,11
03019086;Romanengo;Cremona;1;3.072;4,55;6,10;21,26;14,15;5,32;35,60;9,15;96,14
03019087;Salvirola;Cremona;1;1.122;4,06;5,60;29,18;18,10;8,09;50,78;7,92;123,73
03019088;San Bassano;Cremona;1;2.109;11,30;0,78;29,42;36,18;1,65;40,41;3,73;123,47
03019089;San Daniele Po;Cremona;1;1.276;11,70;10,85;34,47;10,48;0,40;38,42;5,10;111,42
03019090;San Giovanni in Croce;Cremona;1;1.904;11,16;2,15;65,23;39,86;10,72;30,64;18,00;177,75
03019091;San Martino del Lago;Cremona;1;393;12,75;0,56;61,60;16,02;5,19;39,28;19,35;154,75
03019092;Scandolara Ravara;Cremona;1;1.310;12,46;0,73;53,47;20,51;3,97;21,21;29,44;141,79
03019093;Scandolara Ripa d'Oglio;Cremona;1;520;13,67;0,72;55,65;18,28;3,51;40,69;4,57;144,49
03019094;Sergnano;Cremona;1;3.494;3,10;5,10;16,01;13,20;6,96;46,25;12,47;103,08
03019095;Sesto ed Uniti;Cremona;1;3.183;7,34;1,15;26,38;33,20;10,97;27,68;12,08;118,81
03019096;Solarolo Rainerio;Cremona;1;900;12,36;1,44;64,00;27,56;7,82;24,11;17,32;154,62
03019097;Soncino;Cremona;1;7.511;5,73;9,17;27,01;11,98;7,12;39,56;16,77;117,34
03019098;Soresina;Cremona;1;8.559;10,43;0,86;38,04;39,13;8,10;14,76;6,60;117,91
03019099;Sospiro;Cremona;1;3.031;10,90;1,93;48,39;22,41;4,04;16,81;45,94;150,42
03019100;Spinadesco;Cremona;1;1.488;8,63;0,89;40,57;30,37;4,05;19,37;7,85;111,73
03019101;Spineda;Cremona;1;598;15,91;0,66;26,16;21,05;4,70;26,58;15,84;110,90
03019102;Spino d'Adda;Cremona;1;6.832;3,87;5,40;19,42;17,30;6,63;47,40;4,86;104,88
03019103;Stagno Lombardo;Cremona;1;1.433;11,71;1,07;56,61;23,77;6,70;23,05;11,24;134,15
03019104;Ticengo;Cremona;1;410;6,10;7,22;27,28;22,16;3,10;17,51;2,56;85,94
03019106;Tornata;Cremona;1;435;29,44;1,65;22,04;22,89;19,93;13,99;7,22;117,17
03019107;Torre de' Picenardi;Cremona;1;2.059;12,33;0,76;49,47;19,33;24,82;24,50;6,60;137,81
03019108;Torricella del Pizzo;Cremona;1;567;35,71;0,56;52,60;24,53;0,56;17,98;22,68;154,63
03019109;Trescore Cremasco;Cremona;1;2.773;7,81;;38,43;23,21;2,19;15,47;4,10;91,21
03019110;Trigolo;Cremona;1;1.633;5,39;9,03;18,83;13,97;;37,77;10,38;95,37
03019111;Vaiano Cremasco;Cremona;1;3.605;3,93;6,62;21,14;12,90;7,65;42,59;13,61;108,44
03019112;Vailate;Cremona;1;4.489;4,36;7,59;16,61;11,88;9,21;46,47;14,25;110,37
03019113;Vescovato;Cremona;1;3.731;20,38;8,74;42,00;10,80;4,44;5,56;2,98;94,90
03019114;Volongo;Cremona;1;461;10,95;0,54;48,45;12,55;;57,39;16,86;146,75
03019115;Voltido;Cremona;1;337;11,52;1,00;60,86;23,89;5,57;27,77;19,49;150,09
18101003;Carfizzi;Crotone;1;522;49,01;42,39;23,98;;4,52;6,10;;143,82
18101009;Cotronei;Crotone;1;5.391;53,76;55,38;4,73;5,08;7,49;14,63;3,10;144,14
18101010;Crotone;Crotone;1;60.112;19,98;48,85;26,33;21,37;19,09;25,94;4,40;165,96
18101014;Melissa;Crotone;1;3.311;66,79;;16,47;11,62;5,81;5,44;;106,13
18101015;Mesoraca;Crotone;1;6.063;9,52;23,82;5,17;0,72;7,61;31,78;;78,61
18101017;Petilia Policastro;Crotone;1;8.815;27,90;20,12;9,67;7,02;10,42;10,59;;85,71
18101025;Strongoli;Crotone;1;6.331;46,73;105,13;;9,67;0,81;10,55;;172,88
01004001;Acceglio;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004002;Aisone;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004003;Alba - Dato aggregazione CO.A.B.SE.R.;Cuneo;54;170.401;19,13;23,66;36,13;7,52;12,79;32,98;17,61;157,96
01004006;Argentera;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004009;Bagnolo Piemonte;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004010;Baldissero d'Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004011;Barbaresco;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004012;Barge;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004013;Barolo;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004016;Beinette;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004017;Bellino;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004019;Bene Vagienna;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004022;Bernezzo;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004025;Borgo San Dalmazzo;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004028;Boves;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004029;Bra;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004032;Brondello;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004033;Brossasco;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004034;Busca;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004034;Busca;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004037;Canale;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004038;Canosio;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004040;Caraglio;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004041;Caramagna Piemonte;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004042;Carde;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004044;Cartignano;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004045;Casalgrasso;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004046;Castagnito;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004047;Casteldelfino;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004049;Castelletto Stura;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004051;Castellinaldo;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004053;Castelmagno;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004055;Castiglione Falletto;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004056;Castiglione Tinella;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004058;Cavallerleone;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004059;Cavallermaggiore;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004060;Celle di Macra;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004061;Centallo;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004062;Ceresole Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004064;Cervasca;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004065;Cervere;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004067;Cherasco;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004068;Chiusa di Pesio;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004072;Corneliano d'Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004074;Cossano Belbo;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004075;Costigliole Saluzzo;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004077;Crissolo;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004078;Cuneo - Dato aggregazione CONSORZIO ECOLOGICO CUNEESE;Cuneo;54;163.302;12,30;18,50;44,09;19,02;14,60;22,98;8,99;141,02
01004079;Demonte;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004080;Diano d'Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004082;Dronero;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004083;Elva;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004084;Entracque;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004085;Envie;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004087;Faule;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004089;Fossano;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004092;Frassino;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004093;Gaiola;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004094;Gambasca;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004096;Genola;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004099;Govone;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004100;Grinzane Cavour;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004101;Guarene;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004103;Isasca;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004105;La Morra;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004104;Lagnasco;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004110;Limone Piemonte;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004112;Macra;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004113;Magliano Alfieri;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004115;Mango;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004116;Manta;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004117;Marene;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004118;Margarita;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004119;Marmora;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004121;Martiniana Po;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004122;Melle;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004123;Moiola;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004128;Monasterolo di Savigliano;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004129;Monchiero;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004132;Monforte d'Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004133;Monta;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004135;Montaldo Roero;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004136;Montanera;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004137;Montelupo Albese;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004138;Montemale di Cuneo;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004139;Monterosso Grana;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004140;Monteu Roero;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004142;Monticello d'Alba;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
01004143;Moretta;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004144;Morozzo;Cuneo;Vedi aggregazione: CONSORZIO ECOLOGICO CUNEESE;;;;;;;;;
01004146;Murello;Cuneo;Vedi aggregazione: C.S.E.A. CONSORZIO SERVIZI ECOLOGIA ED AMBIENTE;;;;;;;;;
01004147;Narzole;Cuneo;Vedi aggregazione: CO.A.B.SE.R.;;;;;;;;;
